,Unnamed: 0,空调光期温度设定,空调暗期温度设定,空调温度上限设定,空调温度下限设定,新风机手动开度,新风机手自动模式,空调自动模式,户外温度,户外湿度,1号室内温度,1号室内湿度,1号室内CO2浓度,2号室内温度,2号室内湿度,2号室内CO2浓度,1号PPFD,1号色温,1号PAR,1号红比,1号绿比,1号蓝比,2号PPFD,2号色温,2号PAR,2号红比,2号绿比,2号蓝比,3号PPFD,3号色温,3号PAR,3号红比,3号绿比,3号蓝比,1号风速,2号风速,营养液EC,营养液PH,营养液液温,空调手动开关机,空调开机指令下发,空调手动模式选择,空调风速选择,空调手动温度设定,空调手动操作指令下发,空调手自动切换,电磁阀手自动选择,电磁阀手动开阀,电磁阀手动关阀,time,平均温度,平均湿度,灯具负荷,自然负荷,新风负荷,总热渗入量
37270,37270,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.265045166015625,100.0,23.0,75.0999984741211,978.0,22.299999237060547,78.0999984741211,954.0,0.0158652700483798,8032.99658203125,0.0038227117620408,9.778327941894531,84.79996490478516,5.421724319458008,0.0226028710603714,6385.7685546875,0.0057498039677739,13.192672729492188,81.83956146240234,4.967792987823486,0.0339678861200809,7059.4189453125,0.0091771930456161,10.445608139038086,85.12051391601562,4.433846473693848,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,7,20.89999961853028,False,False,False,False,False,2023-05-06 16:44:40.610434,22.649999618530273,76.5999984741211,0,-2.413633309979439,-2.413633309979439,-4.827266619958878
37271,37271,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.29977035522461,100.0,23.0,75.4000015258789,962.0,22.39999961853028,78.30000305175781,937.0,0.016798572614789,8144.7021484375,0.0040600709617137,9.802804946899414,84.7000732421875,5.49714469909668,0.0236166529357433,6352.94775390625,0.0060486453585326,13.389970779418944,81.63873291015625,4.971415996551514,0.0343500971794128,7051.646484375,0.0092757064849138,10.537654876708984,85.06283569335938,4.399516105651856,1.100000023841858,1.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,1,4,21.100000381469727,False,False,False,False,False,2023-05-06 16:45:46.701222,22.69999980926514,76.85000228881836,0,-2.4245251116299658,-2.4245251116299658,-4.8490502232599315
37272,37272,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.25347137451172,100.0,23.0,75.19999694824219,949.0,22.39999961853028,75.80000305175781,921.0,0.014946861192584,8202.2373046875,0.0035589262843132,9.74004364013672,84.70014953613281,5.559793472290039,0.0211852006614208,6251.18359375,0.0053657167591154,13.11795139312744,81.92227935791016,4.959720611572266,0.0331893563270568,7073.54638671875,0.0090544084087014,10.455824851989746,85.16998291015625,4.374150276184082,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,1,4,21.39999961853028,False,False,False,False,False,2023-05-06 16:46:47.912490,22.69999980926514,75.5,0,-2.45753848407984,-2.45753848407984,-4.91507696815968
37273,37273,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.20428466796875,100.0,23.0,73.69999694824219,937.0,22.200000762939453,74.0999984741211,908.0,0.0789390951395034,7693.67236328125,0.0181909035891294,9.97144889831543,86.90319061279297,3.1253914833068848,0.0445679165422916,6671.2294921875,0.0107467705383896,11.793904304504396,84.36109924316406,3.84501838684082,0.0475528724491596,7004.25341796875,0.0123126218095421,10.641615867614746,85.36911010742188,3.9892656803131104,1.100000023841858,1.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,1,4,21.100000381469727,False,False,False,False,False,2023-05-06 16:47:49.121760,22.600000381469727,73.89999771118164,0,-2.4213066002225876,-2.4213066002225876,-4.842613200445175
37274,37274,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.01330947875977,100.0,23.0,71.9000015258789,927.0,22.100000381469727,74.19999694824219,898.0,0.0897464230656623,7615.86181640625,0.0206518284976482,10.054067611694336,86.84636688232422,3.0995922088623047,0.0449012666940689,6744.86572265625,0.0107673369348049,11.614263534545898,84.5515365600586,3.834266424179077,0.0480325557291507,7021.73046875,0.0124277984723448,10.727356910705566,85.26077270507812,4.011811256408691,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,6,21.100000381469727,False,False,False,False,False,2023-05-06 16:48:50.392867,22.550000190734863,73.04999923706055,0,-2.5218284704470606,-2.5218284704470606,-5.043656940894121
37275,37275,24.5,21.600000381469727,19.5,18.5,0.0,True,True,18.984375,100.0,23.0,72.19999694824219,917.0,22.100000381469727,75.69999694824219,893.0,0.0874729603528976,7615.86181640625,0.0201453603804111,10.002288818359377,86.86637115478516,3.1313018798828125,0.0454291887581348,6752.328125,0.0108700823038816,11.612045288085938,84.62533569335938,3.7626523971557617,0.0470664910972118,7037.66845703125,0.0120935821905732,10.586406707763672,85.42316436767578,3.9903860092163086,1.100000023841858,0.8999999761581421,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,6,21.100000381469727,False,False,False,False,False,2023-05-06 16:49:51.627072,22.550000190734863,73.94999694824219,0,-2.5424601281905175,-2.5424601281905175,-5.084920256381035
37276,37276,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.09722137451172,100.0,23.0,73.4000015258789,910.0,22.299999237060547,76.69999694824219,888.0,0.0874434188008308,7615.86181640625,0.0200876649469137,10.009702682495115,86.92011260986328,3.0702054500579834,0.0434015654027462,6752.0625,0.0103164222091436,11.26254940032959,85.06346893310547,3.673989534378052,0.0171389319002628,7016.51171875,0.0044986004941165,8.69237232208252,87.79784393310547,3.5097696781158447,1.100000023841858,0.8999999761581421,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,6,21.100000381469727,False,False,False,False,False,2023-05-06 16:50:52.847315,22.649999618530273,75.04999923706055,0,-2.5332996449518204,-2.5332996449518204,-5.066599289903641
37277,37277,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.129051208496094,100.0,23.0,74.0999984741211,905.0,22.299999237060547,77.0,883.0,0.0148640917614102,7587.33251953125,0.0035577577073127,10.013601303100586,84.4522476196289,5.534133434295654,0.0202565398067235,6297.40234375,0.0051331799477338,13.457405090332031,81.50965881347656,5.0329909324646,0.0236413553357124,7278.56201171875,0.0064445775933563,9.287091255187988,86.32209014892578,4.390835762023926,1.100000023841858,1.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,3,21.100000381469727,False,False,False,False,False,2023-05-06 16:51:54.024673,22.649999618530273,75.54999923706055,0,-2.510603461403847,-2.510603461403847,-5.021206922807694
37278,37278,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.10590362548828,100.0,23.0,74.30000305175781,901.0,22.39999961853028,77.19999694824219,880.0,0.0149291912093758,7587.33251953125,0.003586305771023,9.514028549194336,84.97257232666016,5.51336669921875,0.0192751064896583,6313.48291015625,0.0049282298423349,13.29794216156006,81.74099731445312,4.961052894592285,0.0221687369048595,7206.06298828125,0.0060818255878984,9.49590301513672,86.18283081054688,4.321360111236572,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,3,21.100000381469727,False,False,False,False,False,2023-05-06 16:52:55.245917,22.69999980926514,75.75,0,-2.56276129860163,-2.56276129860163,-5.12552259720326
37279,37279,24.5,21.600000381469727,19.5,18.5,0.0,True,True,19.10590362548828,100.0,23.100000381469727,74.69999694824219,897.0,22.39999961853028,77.30000305175781,874.0,0.0148432124406099,7587.33251953125,0.0035552962217479,10.044062614440918,84.49163818359375,5.4643168449401855,0.0194172300398349,6303.81640625,0.0049703470431268,13.292901039123535,81.70219421386719,5.004899501800537,0.0216231402009725,7190.2490234375,0.0059140492230653,9.285615921020508,86.43758392333984,4.276829719543457,1.100000023841858,0.8999999761581421,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,3,21.100000381469727,False,False,False,False,False,2023-05-06 16:53:56.463164,22.750000000000004,76.0,0,-2.5984138096046476,-2.5984138096046476,-5.196827619209295
