,Unnamed: 0,空调光期温度设定,空调暗期温度设定,空调温度上限设定,空调温度下限设定,新风机手动开度,新风机手自动模式,空调自动模式,户外温度,户外湿度,1号室内温度,1号室内湿度,1号室内CO2浓度,2号室内温度,2号室内湿度,2号室内CO2浓度,1号PPFD,1号色温,1号PAR,1号红比,1号绿比,1号蓝比,2号PPFD,2号色温,2号PAR,2号红比,2号绿比,2号蓝比,3号PPFD,3号色温,3号PAR,3号红比,3号绿比,3号蓝比,1号风速,2号风速,营养液EC,营养液PH,营养液液温,空调手动开关机,空调开机指令下发,空调手动模式选择,空调风速选择,空调手动温度设定,空调手动操作指令下发,空调手自动切换,电磁阀手自动选择,电磁阀手动开阀,电磁阀手动关阀,time,平均温度,平均湿度,灯具负荷,自然负荷,新风负荷,总热渗入量
37321,37321,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.43634033203125,100.0,24.100000381469727,76.4000015258789,579.0,23.89999961853028,76.9000015258789,569.0,187.6634979248047,6363.16455078125,42.33218383789063,13.629246711730955,82.46009063720703,3.9106411933898926,170.06069946289062,6109.16064453125,38.26772689819336,13.912609100341797,82.06005859375,4.027374267578125,167.14669799804688,5788.47509765625,37.61077499389648,14.397120475769045,81.50432586669922,4.098623752593994,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:22:36.643457,24.000000000000004,76.6500015258789,0,-4.680201117095949,-4.680201117095949,-9.360402234191898
37322,37322,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.427661895751953,100.0,24.100000381469727,76.0999984741211,576.0,24.0,76.69999694824219,566.0,187.81375122070312,6363.16455078125,42.31459045410156,13.62084674835205,82.47762298583984,3.90161657333374,169.9960479736328,6108.0732421875,38.2702522277832,13.91819667816162,82.0506362915039,4.031188488006592,166.64913940429688,5792.20654296875,37.428470611572266,14.428536415100098,81.48392486572266,4.087581157684326,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:23:37.784908,24.050000190734863,76.39999771118164,0,-4.722041765391827,-4.722041765391827,-9.444083530783654
37323,37323,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.427661895751953,100.0,24.100000381469727,76.30000305175781,573.0,23.89999961853028,76.69999694824219,561.0,188.01077270507807,6363.16455078125,42.38312530517578,13.625289916992188,82.46562194824219,3.909186124801636,170.4033660888672,6105.4638671875,38.29876327514648,13.925779342651367,82.04700469970703,4.02727746963501,166.63299560546875,5795.76611328125,37.45097732543945,14.414580345153809,81.49120330810547,4.094264507293701,1.100000023841858,1.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,True,False,False,False,False,2023-05-06 18:24:38.769781,24.000000000000004,76.5,0,-4.6863892543888115,-4.6863892543888115,-9.372778508777623
37324,37324,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.32928466796875,100.0,24.100000381469727,76.30000305175781,571.0,24.0,76.69999694824219,554.0,187.9821319580078,6363.16455078125,42.398529052734375,13.634510040283203,82.4650650024414,3.900421142578125,170.17391967773438,6107.7412109375,38.32656478881836,13.919791221618652,82.0538330078125,4.026434421539307,166.68772888183594,5793.67919921875,37.47254943847656,14.439215660095217,81.47234344482422,4.088467597961426,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:25:40.032909,24.050000190734863,76.5,0,-4.79218940171957,-4.79218940171957,-9.58437880343914
37325,37325,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.427661895751953,100.0,24.0,76.30000305175781,570.0,24.0,76.5999984741211,551.0,187.9538726806641,6363.16455078125,42.3551139831543,13.605358123779297,82.49372863769531,3.900934219360352,169.8499755859375,6108.23486328125,38.12557601928711,13.919126510620115,82.06542205810547,4.015429973602295,166.90597534179688,5792.02490234375,37.49308776855469,14.444783210754396,81.4645004272461,4.090742588043213,1.100000023841858,1.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:26:40.989856,24.0,76.45000076293945,0,-4.686389254388809,-4.686389254388809,-9.372778508777618
37326,37326,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.427661895751953,100.0,24.0,76.4000015258789,567.0,23.89999961853028,76.5999984741211,549.0,187.9988708496093,6363.16455078125,42.401737213134766,13.628988265991213,82.46758270263672,3.903437852859497,170.10682678222656,6107.00634765625,38.20234298706055,13.932849884033203,82.04000091552734,4.02711296081543,166.69100952148438,5791.583984375,37.472389221191406,14.40259075164795,81.5030517578125,4.094400405883789,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,True,False,False,False,False,2023-05-06 18:27:42.009634,23.94999980926514,76.5,0,-4.650736743385795,-4.650736743385795,-9.30147348677159
37327,37327,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.479747772216797,100.0,24.0,76.30000305175781,566.0,24.0,76.5,547.0,188.3544158935547,6362.8447265625,42.460975646972656,13.636557579040527,82.45166778564453,3.9118168354034415,169.74534606933594,6103.4580078125,38.13089370727539,13.908689498901367,82.06072235107422,4.030632495880127,166.67205810546875,5796.1689453125,37.401397705078125,14.41624355316162,81.49137878417969,4.092418193817139,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:28:43.085264,24.0,76.4000015258789,0,-4.649249550390244,-4.649249550390244,-9.298499100780488
37328,37328,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.32928466796875,100.0,24.0,76.30000305175781,565.0,24.0,76.4000015258789,545.0,187.8464813232422,6362.8447265625,42.29951858520508,13.642531394958496,82.45062255859375,3.9068915843963614,170.12051391601562,6103.58935546875,38.16439437866211,13.92983055114746,82.04348754882812,4.026669979095459,166.99185180664062,5794.681640625,37.53151321411133,14.434728622436523,81.47419738769531,4.0911054611206055,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:29:44.257634,24.0,76.35000228881836,0,-4.756536890716553,-4.756536890716553,-9.513073781433105
37329,37329,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.337963104248047,100.0,24.0,76.4000015258789,562.0,24.0,76.30000305175781,543.0,187.9317626953125,6362.8447265625,42.37145233154297,13.616576194763184,82.48739624023438,3.896105289459229,170.42816162109375,6104.13720703125,38.25030899047852,13.914807319641112,82.05762481689453,4.02761697769165,166.25538635253906,5789.58837890625,37.28135299682617,14.387677192687988,81.5148696899414,4.097537517547607,1.100000023841858,0.2000000029802322,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,True,False,False,False,False,2023-05-06 18:30:45.341241,24.0,76.35000228881836,0,-4.75034875342369,-4.75034875342369,-9.50069750684738
37330,37330,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.337963104248047,100.0,24.200000762939453,76.0999984741211,561.0,24.100000381469727,76.19999694824219,540.0,188.2366180419922,6357.52783203125,42.47492599487305,13.62617015838623,82.46131134033203,3.912517786026001,169.91294860839844,6104.32080078125,38.21323394775391,13.91714096069336,82.05277252197266,4.030164241790772,166.93310546875,5793.4248046875,37.455039978027344,14.372570991516112,81.53035736083984,4.097107410430908,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:31:46.369996,24.15000057220459,76.14999771118164,0,-4.857306286432743,-4.857306286432743,-9.714612572865486
37331,37331,24.5,21.600000381469727,19.5,18.5,0.0,True,True,17.23090362548828,100.0,24.200000762939453,75.80000305175781,560.0,24.100000381469727,75.9000015258789,538.0,187.85145568847656,6357.52783203125,42.31159973144531,13.633929252624512,82.46220397949219,3.903926134109497,170.33863830566406,6107.72607421875,38.30217742919922,13.922478675842283,82.05162811279297,4.0259623527526855,166.89114379882812,5792.4970703125,37.5199089050293,14.412567138671877,81.48655700683594,4.100930690765381,1.100000023841858,0.0,0.6700000166893005,5.559999942779541,7.900000095367432,True,False,3,1,23.0,False,False,False,False,False,2023-05-06 18:32:51.298835,24.15000057220459,75.85000228881836,0,-4.9336447801136964,-4.9336447801136964,-9.867289560227393
