Date,Time,Group,Pixel,Area,Plant,Area per plant,No.
2023-04-26,17:53:43,1-lower,726323,1232.96,11,112.09,9
2023-04-26,18:28:13,2-lower,672348,1126.88,12,93.91,0
2023-04-26,18:28:22,2-mid,804052,1330.78,11,120.98,1
2023-04-26,18:28:31,1-upper,678544,1211.69,10,121.17,2
2023-04-26,18:28:40,2-upper,695929,1242.73,11,112.98,3
2023-04-26,18:28:49,3-lower,349336,592.82,10,59.28,4
2023-04-26,18:28:59,3-mid,767509,1286.18,12,107.18,5
2023-04-26,18:29:08,3-upper,743763,1437.27,10,143.73,7
2023-04-26,18:29:17,1-mid,964184,1722.33,9,191.37,8
2023-04-26,18:29:26,1-lower,732441,1243.34,11,113.03,9
2023-04-26,19:04:26,2-lower,675195,1131.66,12,94.30,0
2023-04-26,19:04:39,2-mid,806733,1335.22,11,121.38,1
2023-04-26,19:04:51,1-upper,683436,1220.42,10,122.04,2
2023-04-26,19:05:03,2-upper,699116,1248.42,11,113.49,3
2023-04-26,19:05:15,3-lower,353184,599.35,10,59.94,4
2023-04-26,19:05:27,3-mid,767486,1286.14,12,107.18,5
2023-04-26,19:05:39,3-upper,748240,1445.92,10,144.59,7
2023-04-26,19:05:52,1-mid,966845,1727.08,9,191.90,8
2023-04-26,19:06:03,1-lower,737508,1251.94,11,113.81,9
2023-04-26,19:40:22,2-lower,679550,1138.96,12,94.91,0
2023-04-26,19:40:32,2-mid,812073,1344.06,11,122.19,1
2023-04-26,19:40:41,1-upper,685983,1224.97,10,122.50,2
2023-04-26,19:40:50,2-upper,645929,1153.44,11,104.86,3
2023-04-26,19:40:59,3-lower,350869,595.42,10,59.54,4
2023-04-26,19:41:09,3-mid,766479,1284.45,12,107.04,5
2023-04-26,19:41:18,3-upper,750821,1450.91,10,145.09,7
2023-04-26,19:41:29,1-mid,966653,1726.74,9,191.86,8
2023-04-26,19:41:39,1-lower,740464,1256.96,11,114.27,9
2023-04-26,20:16:05,2-lower,683429,1145.46,12,95.45,0
2023-04-26,20:16:16,2-mid,812913,1345.45,11,122.31,1
2023-04-26,20:16:27,1-upper,689853,1231.88,10,123.19,2
2023-04-26,20:16:37,2-upper,649665,1160.12,11,105.47,3
2023-04-26,20:16:47,3-lower,352917,598.90,10,59.89,4
2023-04-26,20:16:56,3-mid,773228,1295.76,12,107.98,5
2023-04-26,20:17:06,3-upper,754656,1458.32,10,145.83,7
2023-04-26,20:17:16,1-mid,968815,1730.60,9,192.29,8
2023-04-26,20:17:25,1-lower,744596,1263.97,11,114.91,9
2023-04-26,20:51:52,2-lower,683896,1146.24,12,95.52,0
2023-04-26,20:52:02,2-mid,817466,1352.98,11,123.00,1
2023-04-26,20:52:12,1-upper,691428,1234.69,10,123.47,2
2023-04-26,20:52:21,2-upper,651267,1162.98,11,105.73,3
2023-04-26,20:52:31,3-lower,334803,568.16,10,56.82,4
2023-04-26,20:52:41,3-mid,774274,1297.51,12,108.13,5
2023-04-26,20:52:51,3-upper,756976,1462.80,10,146.28,7
2023-04-26,20:53:00,1-mid,969089,1731.09,9,192.34,8
2023-04-26,20:53:10,1-lower,748666,1270.88,11,115.53,9
2023-04-26,21:27:35,2-lower,690446,1157.22,12,96.43,0
2023-04-26,21:27:45,2-mid,819326,1356.06,11,123.28,1
2023-04-26,21:27:55,1-upper,695773,1242.45,10,124.25,2
2023-04-26,21:28:05,2-upper,655414,1170.38,11,106.40,3
2023-04-26,21:28:14,3-lower,329212,558.67,10,55.87,4
2023-04-26,21:28:24,3-mid,775591,1299.72,12,108.31,5
2023-04-26,21:28:34,3-upper,759053,1466.82,10,146.68,7
2023-04-26,21:28:44,1-mid,971623,1735.62,9,192.85,8
2023-04-26,21:28:53,1-lower,754511,1280.81,11,116.44,9
2023-04-26,22:03:18,2-lower,690858,1157.91,12,96.49,0
2023-04-26,22:03:28,2-mid,824052,1363.88,11,123.99,1
2023-04-26,22:03:37,1-upper,696809,1244.30,10,124.43,2
2023-04-26,22:03:47,2-upper,657061,1173.32,11,106.67,3
2023-04-26,22:03:57,3-lower,329777,559.63,10,55.96,4
2023-04-26,22:04:07,3-mid,779091,1305.59,12,108.80,5
2023-04-26,22:04:17,3-upper,760544,1469.70,10,146.97,7
2023-04-26,22:04:26,1-mid,972561,1737.29,9,193.03,8
2023-04-26,22:04:36,1-lower,757468,1285.83,11,116.89,9
2023-04-26,22:38:41,2-lower,693795,1162.83,12,96.90,0
2023-04-26,22:38:49,2-mid,800472,1324.86,11,120.44,1
2023-04-26,22:38:58,1-upper,698249,1246.87,10,124.69,2
2023-04-26,22:39:06,2-upper,658876,1176.56,11,106.96,3
2023-04-26,22:39:14,3-lower,331507,562.57,10,56.26,4
2023-04-26,22:39:23,3-mid,781744,1310.03,12,109.17,5
2023-04-26,22:39:31,3-upper,760470,1469.56,10,146.96,7
2023-04-26,22:39:40,1-mid,971139,1734.75,9,192.75,8
2023-04-26,22:39:48,1-lower,762448,1294.28,11,117.66,9
2023-04-26,23:13:53,2-lower,689133,1155.02,12,96.25,0
2023-04-26,23:14:02,2-mid,797452,1319.86,11,119.99,1
2023-04-26,23:14:10,1-upper,696435,1243.63,10,124.36,2
2023-04-26,23:14:19,2-upper,655800,1171.07,11,106.46,3
2023-04-26,23:14:28,3-lower,325078,551.66,10,55.17,4
2023-04-26,23:14:37,3-mid,774060,1297.16,12,108.10,5
2023-04-26,23:14:46,3-upper,756406,1461.70,10,146.17,7
2023-04-26,23:14:55,1-mid,970186,1733.05,9,192.56,8
2023-04-26,23:15:04,1-lower,758735,1287.98,11,117.09,9
2023-04-26,23:49:07,2-lower,694866,1164.63,12,97.05,0
2023-04-26,23:49:16,2-mid,803809,1330.38,11,120.94,1
2023-04-26,23:49:27,1-upper,705239,1259.36,10,125.94,2
2023-04-26,23:49:39,2-upper,662713,1183.42,11,107.58,3
2023-04-26,23:49:49,3-lower,326445,553.98,10,55.40,4
2023-04-26,23:49:58,3-mid,786395,1317.83,12,109.82,5
2023-04-26,23:50:07,3-upper,763008,1474.46,10,147.45,7
2023-04-26,23:50:16,1-mid,973472,1738.92,9,193.21,8
2023-04-26,23:50:24,1-lower,766864,1301.78,11,118.34,9
2023-04-27,00:24:15,2-lower,697128,1168.42,12,97.37,0
2023-04-27,00:24:23,2-mid,810509,1341.47,11,121.95,1
2023-04-27,00:24:31,1-upper,706424,1261.47,10,126.15,2
2023-04-27,00:24:40,2-upper,663945,1185.62,11,107.78,3
2023-04-27,00:24:48,3-lower,329675,559.46,10,55.95,4
2023-04-27,00:24:56,3-mid,773999,1297.05,12,108.09,5
2023-04-27,00:25:04,3-upper,765003,1478.32,10,147.83,7
2023-04-27,00:25:13,1-mid,974979,1741.61,9,193.51,8
2023-04-27,00:25:21,1-lower,772831,1311.90,11,119.26,9
2023-04-27,00:59:20,2-lower,698192,1170.20,12,97.52,0
2023-04-27,00:59:29,2-mid,803578,1330.00,11,120.91,1
2023-04-27,00:59:38,1-upper,704981,1258.89,10,125.89,2
2023-04-27,00:59:47,2-upper,662582,1183.18,11,107.56,3
2023-04-27,00:59:55,3-lower,331749,562.98,10,56.30,4
2023-04-27,01:00:04,3-mid,773104,1295.55,12,107.96,5
2023-04-27,01:00:13,3-upper,760574,1469.76,10,146.98,7
2023-04-27,01:00:22,1-mid,971931,1736.17,9,192.91,8
2023-04-27,01:00:31,1-lower,771398,1309.47,11,119.04,9
2023-04-27,01:34:37,2-lower,698215,1170.24,12,97.52,0
2023-04-27,01:34:46,2-mid,807606,1336.66,11,121.51,1
2023-04-27,01:34:55,1-upper,705629,1260.05,10,126.01,2
2023-04-27,01:35:04,2-upper,662380,1182.82,11,107.53,3
2023-04-27,01:35:13,3-lower,328046,556.69,10,55.67,4
2023-04-27,01:35:22,3-mid,777694,1303.25,12,108.60,5
2023-04-27,01:35:31,3-upper,763006,1474.46,10,147.45,7
2023-04-27,01:35:40,1-mid,972733,1737.60,9,193.07,8
2023-04-27,01:35:48,1-lower,772621,1311.55,11,119.23,9
2023-04-27,02:09:55,2-lower,700512,1174.09,12,97.84,0
2023-04-27,02:10:04,2-mid,809861,1340.39,11,121.85,1
2023-04-27,02:10:13,1-upper,703933,1257.02,10,125.70,2
2023-04-27,02:10:22,2-upper,661534,1181.31,11,107.39,3
2023-04-27,02:10:31,3-lower,327889,556.43,10,55.64,4
2023-04-27,02:10:40,3-mid,779750,1306.69,12,108.89,5
2023-04-27,02:10:49,3-upper,760888,1470.36,10,147.04,7
2023-04-27,02:10:58,1-mid,971986,1736.27,9,192.92,8
2023-04-27,02:11:07,1-lower,772503,1311.35,11,119.21,9
2023-04-27,02:45:13,2-lower,704837,1181.34,12,98.44,0
2023-04-27,02:45:22,2-mid,811951,1343.85,11,122.17,1
2023-04-27,02:45:31,1-upper,709902,1267.68,10,126.77,2
2023-04-27,02:45:40,2-upper,666123,1189.51,11,108.14,3
2023-04-27,02:45:50,3-lower,332085,563.55,10,56.35,4
2023-04-27,02:45:59,3-mid,784062,1313.92,12,109.49,5
2023-04-27,02:46:08,3-upper,765635,1479.54,10,147.95,7
2023-04-27,02:46:17,1-mid,972000,1736.29,9,192.92,8
2023-04-27,02:46:26,1-lower,775026,1315.63,11,119.60,9
2023-04-27,03:20:32,2-lower,703015,1178.28,12,98.19,0
2023-04-27,03:20:41,2-mid,810063,1340.73,11,121.88,1
2023-04-27,03:20:50,1-upper,704774,1258.52,10,125.85,2
2023-04-27,03:20:59,2-upper,661659,1181.53,11,107.41,3
2023-04-27,03:21:09,3-lower,327403,555.60,10,55.56,4
2023-04-27,03:21:18,3-mid,780592,1308.10,12,109.01,5
2023-04-27,03:21:27,3-upper,761112,1470.80,10,147.08,7
2023-04-27,03:21:36,1-mid,972234,1736.71,9,192.97,8
2023-04-27,03:21:45,1-lower,770711,1308.31,11,118.94,9
2023-04-27,03:56:01,2-lower,706699,1184.46,12,98.70,0
2023-04-27,03:56:10,2-mid,810699,1341.78,11,121.98,1
2023-04-27,03:56:19,1-upper,710058,1267.96,10,126.80,2
2023-04-27,03:56:28,2-upper,665543,1188.47,11,108.04,3
2023-04-27,03:56:37,3-lower,330317,560.55,10,56.05,4
2023-04-27,03:56:46,3-mid,782512,1311.32,12,109.28,5
2023-04-27,03:56:55,3-upper,764600,1477.54,10,147.75,7
2023-04-27,03:57:04,1-mid,972438,1737.07,9,193.01,8
2023-04-27,03:57:13,1-lower,771602,1309.82,11,119.07,9
