Date,Time,Group,Pixel,Area,Plant,Area per plant,No.
2023/4/14,1:23:16,3-mid,890024,1491.49,12,124.29,5
2023/4/14,1:23:26,3-upper,856520,1655.17,10,165.52,7
2023/4/14,1:23:36,1-mid,861550,1538.99,9,171,8
2023/4/14,1:23:46,1-lower,906516,1538.84,11,139.89,9
2023/4/14,1:57:49,2-lower,958075,1605.78,12,133.81,0
2023/4/14,1:57:57,2-mid,877423,1452.22,11,132.02,1
2023/4/14,1:58:07,1-upper,838072,1496.56,10,149.66,2
2023/4/14,1:58:16,2-upper,825064,1473.33,11,133.94,3
2023/4/14,1:58:25,3-lower,945791,1605,10,160.5,4
2023/4/14,1:58:35,3-mid,891606,1494.14,12,124.51,5
2023/4/14,1:58:44,3-upper,857218,1656.52,10,165.65,7
2023/4/14,1:58:53,1-mid,862652,1540.96,9,171.22,8
2023/4/14,1:59:03,1-lower,909969,1544.7,11,140.43,9
2023/4/14,2:33:08,2-lower,957412,1604.66,12,133.72,0
2023/4/14,2:33:17,2-mid,879009,1454.84,11,132.26,1
2023/4/14,2:33:26,1-upper,837291,1495.16,10,149.52,2
2023/4/14,2:33:36,2-upper,825928,1474.87,11,134.08,3
2023/4/14,2:33:45,3-lower,945493,1604.5,10,160.45,4
2023/4/14,2:33:55,3-mid,892800,1496.14,12,124.68,5
2023/4/14,2:34:04,3-upper,858207,1658.43,10,165.84,7
2023/4/14,2:34:13,1-mid,864036,1543.44,9,171.49,8
2023/4/14,2:34:23,1-lower,909082,1543.19,11,140.29,9
2023/4/14,3:08:25,2-lower,959701,1608.5,12,134.04,0
2023/4/14,3:08:34,2-mid,881356,1458.73,11,132.61,1
2023/4/14,3:08:43,1-upper,840029,1500.05,10,150.01,2
2023/4/14,3:08:53,2-upper,828532,1479.52,11,134.5,3
2023/4/14,3:09:02,3-lower,947627,1608.12,10,160.81,4
2023/4/14,3:09:11,3-mid,895959,1501.43,12,125.12,5
2023/4/14,3:09:21,3-upper,858899,1659.76,10,165.98,7
2023/4/14,3:09:30,1-mid,865713,1546.43,9,171.83,8
2023/4/14,3:09:39,1-lower,911903,1547.98,11,140.73,9
2023/4/14,3:43:44,2-lower,959788,1608.65,12,134.05,0
2023/4/14,3:43:53,2-mid,880572,1457.43,11,132.49,1
2023/4/14,3:44:02,1-upper,839575,1499.24,10,149.92,2
2023/4/14,3:44:12,2-upper,829302,1480.9,11,134.63,3
2023/4/14,3:44:21,3-lower,949060,1610.55,10,161.05,4
2023/4/14,3:44:31,3-mid,898225,1505.23,12,125.44,5
2023/4/14,3:44:40,3-upper,859593,1661.11,10,166.11,7
2023/4/14,3:44:49,1-mid,867032,1548.79,9,172.09,8
2023/4/14,3:44:59,1-lower,912276,1548.62,11,140.78,9
2023/4/14,16:36:39,2-lower,499150,836.6,12,69.72,0
2023/4/14,17:07:05,2-lower,462161,774.6,12,64.55,0
2023/4/14,17:37:35,2-lower,463296,776.5,12,64.71,0
2023/4/14,18:08:04,2-lower,463583,776.99,12,64.75,0
2023/4/15,16:41:30,2-lower,919657,1541.38,12,128.45,0
2023/4/15,16:41:40,2-mid,929613,1538.6,11,139.87,1
2023/4/15,16:41:51,1-upper,843453,1506.17,10,150.62,2
2023/4/15,16:42:02,2-upper,816966,1458.87,11,132.62,3
2023/4/15,16:42:13,3-lower,991377,1682.36,10,168.24,4
2023/4/15,16:42:24,3-mid,944639,1583.01,12,131.92,5
2023/4/15,16:42:34,3-upper,833702,1611.07,10,161.11,7
2023/4/15,16:42:45,1-mid,932025,1664.88,9,184.99,8
2023/4/15,16:42:56,1-lower,911493,1547.29,11,140.66,9
2023/4/15,17:17:22,2-lower,925593,1551.33,12,129.28,0
2023/4/15,17:17:32,2-mid,935822,1548.87,11,140.81,1
2023/4/15,17:17:43,1-upper,848510,1515.2,10,151.52,2
2023/4/15,17:17:53,2-upper,820987,1466.05,11,133.28,3
2023/4/15,17:18:03,3-lower,996185,1690.52,10,169.05,4
2023/4/15,17:18:14,3-mid,946987,1586.94,12,132.25,5
2023/4/15,17:18:24,3-upper,837821,1619.03,10,161.9,7
2023/4/15,17:18:34,1-mid,935849,1671.72,9,185.75,8
2023/4/15,17:18:44,1-lower,917805,1558,11,141.64,9
2023/4/15,17:53:12,2-lower,926431,1552.74,12,129.39,0
2023/4/15,17:53:21,2-mid,943923,1562.28,11,142.03,1
2023/4/15,17:53:33,1-upper,851741,1520.97,10,152.1,2
2023/4/15,17:53:44,2-upper,827440,1477.57,11,134.32,3
2023/4/15,17:53:54,3-lower,999704,1696.49,10,169.65,4
2023/4/15,17:54:04,3-mid,954559,1599.63,12,133.3,5
2023/4/15,17:54:15,3-upper,841078,1625.33,10,162.53,7
2023/4/15,17:54:25,1-mid,941543,1681.89,9,186.88,8
2023/4/15,17:54:35,1-lower,919347,1560.62,11,141.87,9
2023/4/15,18:28:57,2-lower,927981,1555.34,12,129.61,0
2023/4/15,18:29:07,2-mid,951968,1575.6,11,143.24,1
2023/4/15,18:29:17,1-upper,855120,1527,10,152.7,2
2023/4/15,18:29:28,2-upper,777395,1388.21,11,126.2,3
2023/4/15,18:29:38,3-lower,1004186,1704.1,10,170.41,4
2023/4/15,18:29:48,3-mid,956389,1602.7,12,133.56,5
2023/4/15,18:29:58,3-upper,843406,1629.83,10,162.98,7
2023/4/15,18:30:09,1-mid,945934,1689.73,9,187.75,8
2023/4/15,18:30:19,1-lower,922107,1565.31,11,142.3,9
2023/4/15,19:05:07,2-lower,927497,1554.52,12,129.54,0
2023/4/15,19:05:19,2-mid,954998,1580.61,11,143.69,1
2023/4/15,19:05:30,1-upper,854833,1526.49,10,152.65,2
2023/4/15,19:05:41,2-upper,779771,1392.45,11,126.59,3
2023/4/15,19:05:51,3-lower,1006409,1707.87,10,170.79,4
2023/4/15,19:06:02,3-mid,956962,1603.66,12,133.64,5
2023/4/15,19:06:13,3-upper,843743,1630.48,10,163.05,7
2023/4/15,19:06:24,1-mid,947458,1692.45,9,188.05,8
2023/4/15,19:06:34,1-lower,923402,1567.5,11,142.5,9
2023/4/15,19:40:56,2-lower,928050,1555.45,12,129.62,0
2023/4/15,19:41:06,2-mid,957231,1584.31,11,144.03,1
2023/4/15,19:41:17,1-upper,854615,1526.1,10,152.61,2
2023/4/15,19:41:27,2-upper,779738,1392.39,11,126.58,3
2023/4/15,19:41:37,3-lower,1006565,1708.13,10,170.81,4
2023/4/15,19:41:47,3-mid,957115,1603.92,12,133.66,5
2023/4/15,19:41:57,3-upper,843932,1630.84,10,163.08,7
2023/4/15,19:42:08,1-mid,947483,1692.5,9,188.06,8
2023/4/15,19:42:18,1-lower,922469,1565.92,11,142.36,9
2023/4/15,20:16:44,2-lower,930914,1560.25,12,130.02,0
2023/4/15,20:16:54,2-mid,959353,1587.82,11,144.35,1
2023/4/15,20:17:05,1-upper,857040,1530.43,10,153.04,2
2023/4/15,20:17:15,2-upper,783205,1398.58,11,127.14,3
2023/4/15,20:17:25,3-lower,1008900,1712.1,10,171.21,4
2023/4/15,20:17:35,3-mid,957448,1604.47,12,133.71,5
2023/4/15,20:17:46,3-upper,847343,1637.43,10,163.74,7
2023/4/15,20:17:56,1-mid,949585,1696.25,9,188.47,8
2023/4/15,20:18:06,1-lower,926508,1572.78,11,142.98,9
2023/4/15,20:52:31,2-lower,931752,1561.66,12,130.14,0
2023/4/15,20:52:40,2-mid,960681,1590.02,11,144.55,1
2023/4/15,20:52:51,1-upper,857075,1530.49,10,153.05,2
2023/4/15,20:53:01,2-upper,783876,1399.78,11,127.25,3
2023/4/15,20:53:11,3-lower,1009117,1712.47,10,171.25,4
2023/4/15,20:53:22,3-mid,957842,1605.13,12,133.76,5
2023/4/15,20:53:32,3-upper,847478,1637.69,10,163.77,7
2023/4/15,20:53:44,1-mid,950739,1698.31,9,188.7,8
2023/4/15,20:53:55,1-lower,868459,1474.24,11,134.02,9
2023/4/15,22:02:28,2-lower,934597,1566.42,12,130.54,0
2023/4/15,22:02:38,2-mid,961634,1591.59,11,144.69,1
2023/4/15,22:02:50,1-upper,859279,1534.43,10,153.44,2
2023/4/15,22:03:01,2-upper,787176,1405.67,11,127.79,3
2023/4/15,22:03:11,3-lower,1008872,1712.05,10,171.2,4
2023/4/15,22:03:21,3-mid,957164,1604,12,133.67,5
2023/4/15,22:03:31,3-upper,850446,1643.43,10,164.34,7
2023/4/15,22:03:41,1-mid,953562,1703.36,9,189.26,8
2023/4/15,22:03:52,1-lower,871460,1479.33,11,134.48,9
2023/4/15,22:38:16,2-lower,937832,1571.85,12,130.99,0
2023/4/15,22:38:26,2-mid,963907,1595.36,11,145.03,1
2023/4/15,22:38:36,1-upper,861046,1537.58,10,153.76,2
2023/4/15,22:38:46,2-upper,790519,1411.64,11,128.33,3
2023/4/15,22:38:56,3-lower,1008757,1711.85,10,171.19,4
2023/4/15,22:39:06,3-mid,957422,1604.43,12,133.7,5
2023/4/15,22:39:17,3-upper,800848,1547.58,10,154.76,7
2023/4/15,22:39:27,1-mid,955551,1706.91,9,189.66,8
2023/4/15,22:39:37,1-lower,874826,1485.04,11,135,9
2023/4/15,23:14:14,2-lower,937056,1570.55,12,130.88,0
2023/4/15,23:14:24,2-mid,963627,1594.89,11,144.99,1
2023/4/15,23:14:34,1-upper,860419,1536.46,10,153.65,2
2023/4/15,23:14:45,2-upper,790696,1411.96,11,128.36,3
2023/4/15,23:14:55,3-lower,1008347,1711.16,10,171.12,4
2023/4/15,23:15:05,3-mid,956696,1603.21,12,133.6,5
2023/4/15,23:15:16,3-upper,800253,1546.43,10,154.64,7
2023/4/15,23:15:26,1-mid,955970,1707.66,9,189.74,8
2023/4/15,23:15:36,1-lower,874372,1484.27,11,134.93,9
2023/4/15,23:50:03,2-lower,936634,1569.84,12,130.82,0
2023/4/15,23:50:12,2-mid,963607,1594.86,11,144.99,1
2023/4/15,23:50:23,1-upper,860271,1536.2,10,153.62,2
2023/4/15,23:50:33,2-upper,790478,1411.57,11,128.32,3
2023/4/15,23:50:43,3-lower,1008089,1710.72,10,171.07,4
2023/4/15,23:50:53,3-mid,956406,1602.73,12,133.56,5
2023/4/15,23:51:03,3-upper,799126,1544.26,10,154.43,7
2023/4/15,23:51:14,1-mid,956446,1708.51,9,189.83,8
2023/4/15,23:51:24,1-lower,871450,1479.31,11,134.48,9
2023/4/16,0:25:17,2-lower,940379,1576.12,12,131.34,0
2023/4/16,0:25:25,2-mid,967322,1601.01,11,145.55,1
2023/4/16,0:25:34,1-upper,829330,1480.95,10,148.09,2
2023/4/16,0:25:43,2-upper,797762,1424.58,11,129.51,3
2023/4/16,0:25:52,3-lower,1009830,1713.68,10,171.37,4
2023/4/16,0:26:00,3-mid,957213,1604.08,12,133.67,5
2023/4/16,0:26:09,3-upper,806925,1559.33,10,155.93,7
2023/4/16,0:26:18,1-mid,959154,1713.35,9,190.37,8
2023/4/16,0:26:27,1-lower,876680,1488.19,11,135.29,9
2023/4/16,1:00:29,2-lower,939731,1575.03,12,131.25,0
2023/4/16,1:00:38,2-mid,969863,1605.21,11,145.93,1
2023/4/16,1:00:47,1-upper,828085,1478.72,10,147.87,2
2023/4/16,1:00:56,2-upper,796565,1422.44,11,129.31,3
2023/4/16,1:01:05,3-lower,1009369,1712.89,10,171.29,4
2023/4/16,1:01:14,3-mid,957163,1604,12,133.67,5
2023/4/16,1:01:22,3-upper,803793,1553.28,10,155.33,7
2023/4/16,1:01:31,1-mid,959290,1713.59,9,190.4,8
2023/4/16,1:01:41,1-lower,876167,1487.32,11,135.21,9
2023/4/16,1:35:31,2-lower,944010,1582.2,12,131.85,0
2023/4/16,1:35:39,2-mid,973096,1610.56,11,146.41,1
2023/4/16,1:35:48,1-upper,833224,1487.9,10,148.79,2
2023/4/16,1:35:57,2-upper,802262,1432.61,11,130.24,3
2023/4/16,1:36:06,3-lower,1008845,1712,10,171.2,4
2023/4/16,1:36:15,3-mid,957961,1605.33,12,133.78,5
2023/4/16,1:36:23,3-upper,809717,1564.72,10,156.47,7
2023/4/16,1:36:32,1-mid,961470,1717.48,9,190.83,8
2023/4/16,1:36:41,1-lower,880604,1494.85,11,135.9,9
2023/4/16,2:10:29,2-lower,943718,1581.71,12,131.81,0
2023/4/16,2:10:37,2-mid,975499,1614.54,11,146.78,1
2023/4/16,2:10:47,1-upper,832985,1487.47,10,148.75,2
2023/4/16,2:10:56,2-upper,802221,1432.54,11,130.23,3
2023/4/16,2:11:05,3-lower,1008785,1711.9,10,171.19,4
2023/4/16,2:11:14,3-mid,958348,1605.98,12,133.83,5
2023/4/16,2:11:22,3-upper,809192,1563.71,10,156.37,7
2023/4/16,2:11:32,1-mid,963220,1720.61,9,191.18,8
2023/4/16,2:11:41,1-lower,879252,1492.56,11,135.69,9
2023/4/16,2:45:33,2-lower,943998,1582.18,12,131.85,0
2023/4/16,2:45:41,2-mid,977279,1617.49,11,147.04,1
2023/4/16,2:45:50,1-upper,834040,1489.36,10,148.94,2
2023/4/16,2:45:59,2-upper,802181,1432.47,11,130.22,3
2023/4/16,2:46:08,3-lower,1008478,1711.38,10,171.14,4
2023/4/16,2:46:17,3-mid,958324,1605.94,12,133.83,5
2023/4/16,2:46:25,3-upper,808211,1561.81,10,156.18,7
2023/4/16,2:46:34,1-mid,964680,1723.22,9,191.47,8
2023/4/16,2:46:43,1-lower,881637,1496.61,11,136.06,9
2023/4/16,3:20:35,2-lower,880368,1475.53,12,122.96,0
2023/4/16,3:20:43,2-mid,979730,1621.54,11,147.41,1
2023/4/16,3:20:52,1-upper,836207,1493.23,10,149.32,2
2023/4/16,3:21:01,2-upper,804828,1437.19,11,130.65,3
2023/4/16,3:21:09,3-lower,1009061,1712.37,10,171.24,4
2023/4/16,3:21:18,3-mid,959515,1607.94,12,133.99,5
2023/4/16,3:21:27,3-upper,811442,1568.06,10,156.81,7
2023/4/16,3:21:36,1-mid,967513,1728.28,9,192.03,8
2023/4/16,3:21:45,1-lower,881978,1497.18,11,136.11,9
2023/4/16,3:55:38,2-lower,881267,1477.04,12,123.09,0
2023/4/16,3:55:46,2-mid,981394,1624.3,11,147.66,1
2023/4/16,3:55:55,1-upper,837143,1494.9,10,149.49,2
2023/4/16,3:56:05,2-upper,805616,1438.6,11,130.78,3
2023/4/16,3:56:13,3-lower,1008667,1711.7,10,171.17,4
2023/4/16,3:56:22,3-mid,960660,1609.86,12,134.15,5
2023/4/16,3:56:31,3-upper,810420,1566.08,10,156.61,7
2023/4/16,3:56:40,1-mid,969223,1731.33,9,192.37,8
2023/4/16,3:56:49,1-lower,884938,1502.21,11,136.56,9
2023/4/16,16:40:16,2-lower,886275,1485.44,12,123.79,0
2023/4/16,16:40:24,2-mid,1015124,1680.12,11,152.74,1
2023/4/16,16:40:33,1-upper,838857,1497.96,10,149.8,2
2023/4/16,16:40:42,2-upper,792755,1415.63,11,128.69,3
2023/4/16,16:40:50,3-lower,1019540,1730.15,10,173.02,4
2023/4/16,16:40:59,3-mid,981943,1645.52,12,137.13,5
2023/4/16,16:41:08,3-upper,808269,1561.93,10,156.19,7
2023/4/16,16:41:17,1-mid,994535,1776.55,9,197.39,8
2023/4/16,16:41:25,1-lower,884380,1501.26,11,136.48,9
2023/4/16,17:15:16,2-lower,892107,1495.21,12,124.6,0
2023/4/16,17:15:25,2-mid,1020768,1689.47,11,153.59,1
2023/4/16,17:15:33,1-upper,845287,1509.44,10,150.94,2
2023/4/16,17:15:42,2-upper,798502,1425.9,11,129.63,3
2023/4/16,17:15:51,3-lower,1022664,1735.45,10,173.55,4
2023/4/16,17:15:59,3-mid,984177,1649.27,12,137.44,5
2023/4/16,17:16:10,3-upper,814761,1574.47,10,157.45,7
2023/4/16,17:16:19,1-mid,998598,1783.8,9,198.2,8
2023/4/16,17:16:28,1-lower,892826,1515.6,11,137.78,9
2023/4/16,17:50:20,2-lower,894670,1499.51,12,124.96,0
2023/4/16,17:50:28,2-mid,1026635,1699.18,11,154.47,1
2023/4/16,17:50:37,1-upper,849694,1517.31,10,151.73,2
2023/4/16,17:50:46,2-upper,802316,1432.71,11,130.25,3
2023/4/16,17:50:55,3-lower,1026924,1742.68,10,174.27,4
2023/4/16,17:51:04,3-mid,985293,1651.14,12,137.59,5
2023/4/16,17:51:13,3-upper,816334,1577.51,10,157.75,7
2023/4/16,17:51:22,1-mid,1002635,1791.02,9,199,8
2023/4/16,17:51:30,1-lower,895312,1519.82,11,138.17,9
2023/4/16,18:25:21,2-lower,898433,1505.81,12,125.48,0
2023/4/16,18:25:30,2-mid,1031001,1706.4,11,155.13,1
2023/4/16,18:25:39,1-upper,855660,1527.96,10,152.8,2
2023/4/16,18:25:48,2-upper,810257,1446.89,11,131.54,3
2023/4/16,18:25:56,3-lower,1031578,1750.58,10,175.06,4
2023/4/16,18:26:05,3-mid,987476,1654.79,12,137.9,5
2023/4/16,18:26:14,3-upper,822536,1589.5,10,158.95,7
2023/4/16,18:26:23,1-mid,1004949,1795.15,9,199.46,8
2023/4/16,18:26:32,1-lower,902716,1532.39,11,139.31,9
2023/4/16,19:00:36,2-lower,900641,1509.51,12,125.79,0
2023/4/16,19:00:45,2-mid,1032823,1709.42,11,155.4,1
2023/4/16,19:00:55,1-upper,857363,1531.01,10,153.1,2
2023/4/16,19:01:05,2-upper,811232,1448.63,11,131.69,3
2023/4/16,19:01:14,3-lower,1033135,1753.22,10,175.32,4
2023/4/16,19:01:24,3-mid,987511,1654.85,12,137.9,5
2023/4/16,19:01:33,3-upper,824147,1592.61,10,159.26,7
2023/4/16,19:01:42,1-mid,1006228,1797.43,9,199.71,8
2023/4/16,19:01:53,1-lower,901224,1529.86,11,139.08,9
2023/4/16,19:35:42,2-lower,902629,1512.85,12,126.07,0
2023/4/16,19:35:50,2-mid,1034027,1711.41,11,155.58,1
2023/4/16,19:35:59,1-upper,808177,1443.17,10,144.32,2
2023/4/16,19:36:08,2-upper,814287,1454.08,11,132.19,3
2023/4/16,19:36:17,3-lower,1033608,1754.03,10,175.4,4
2023/4/16,19:36:25,3-mid,987206,1654.34,12,137.86,5
2023/4/16,19:36:34,3-upper,826774,1597.68,10,159.77,7
2023/4/16,19:36:43,1-mid,1006748,1798.36,9,199.82,8
2023/4/16,19:36:52,1-lower,843298,1431.52,11,130.14,9
2023/4/16,20:10:41,2-lower,904177,1515.44,12,126.29,0
2023/4/16,20:10:49,2-mid,1034222,1711.73,11,155.61,1
2023/4/16,20:10:58,1-upper,809276,1445.14,10,144.51,2
2023/4/16,20:11:07,2-upper,739709,1320.91,11,120.08,3
2023/4/16,20:11:16,3-lower,1028533,1745.41,10,174.54,4
2023/4/16,20:11:24,3-mid,987397,1654.66,12,137.89,5
2023/4/16,20:11:33,3-upper,778884,1505.14,10,150.51,7
2023/4/16,20:11:42,1-mid,1006558,1798.02,9,199.78,8
2023/4/16,20:11:51,1-lower,843186,1431.33,11,130.12,9
2023/4/16,20:45:47,2-lower,907190,1520.49,12,126.71,0
2023/4/16,20:45:56,2-mid,1035923,1714.55,11,155.87,1
2023/4/16,20:46:06,1-upper,811441,1449,10,144.9,2
2023/4/16,20:46:15,2-upper,743461,1327.61,11,120.69,3
2023/4/16,20:46:25,3-lower,1029309,1746.73,10,174.67,4
2023/4/16,20:46:34,3-mid,987637,1655.06,12,137.92,5
2023/4/16,20:46:44,3-upper,781508,1510.21,10,151.02,7
2023/4/16,20:46:54,1-mid,1007180,1799.13,9,199.9,8
2023/4/16,20:47:04,1-lower,848418,1440.22,11,130.93,9
2023/4/16,21:21:03,2-lower,908640,1522.92,12,126.91,0
2023/4/16,21:21:11,2-mid,1035876,1714.47,11,155.86,1
2023/4/16,21:21:21,1-upper,812127,1450.23,10,145.02,2
2023/4/16,21:21:31,2-upper,743727,1328.08,11,120.73,3
2023/4/16,21:21:40,3-lower,1026919,1742.68,10,174.27,4
2023/4/16,21:21:50,3-mid,985971,1652.27,12,137.69,5
2023/4/16,21:21:59,3-upper,783124,1513.33,10,151.33,7
2023/4/16,21:22:09,1-mid,1006614,1798.12,9,199.79,8
2023/4/16,21:22:19,1-lower,847257,1438.24,11,130.75,9
2023/4/16,21:56:19,2-lower,911736,1528.11,12,127.34,0
2023/4/16,21:56:27,2-mid,1037194,1716.65,11,156.06,1
2023/4/16,21:56:37,1-upper,815684,1456.58,10,145.66,2
2023/4/16,21:56:53,2-upper,748532,1336.66,11,121.51,3
2023/4/16,21:57:03,3-lower,1026169,1741.4,10,174.14,4
2023/4/16,21:57:12,3-mid,986539,1653.22,12,137.77,5
2023/4/16,21:57:21,3-upper,786003,1518.9,10,151.89,7
2023/4/16,21:57:30,1-mid,1007835,1800.3,9,200.03,8
2023/4/16,21:57:39,1-lower,853203,1448.34,11,131.67,9
2023/4/16,22:31:40,2-lower,911899,1528.38,12,127.37,0
2023/4/16,22:31:49,2-mid,1036726,1715.88,11,155.99,1
2023/4/16,22:32:00,1-upper,815056,1455.46,10,145.55,2
2023/4/16,22:32:09,2-upper,749369,1338.16,11,121.65,3
2023/4/16,22:32:18,3-lower,1026346,1741.7,10,174.17,4
2023/4/16,22:32:28,3-mid,986894,1653.82,12,137.82,5
2023/4/16,22:32:37,3-upper,786524,1519.9,10,151.99,7
2023/4/16,22:32:46,1-mid,1008045,1800.68,9,200.08,8
2023/4/16,22:32:55,1-lower,852711,1447.5,11,131.59,9
2023/4/16,23:07:02,2-lower,917533,1537.82,12,128.15,0
2023/4/16,23:07:11,2-mid,1038509,1718.83,11,156.26,1
2023/4/16,23:07:21,1-upper,818173,1461.02,10,146.1,2
2023/4/16,23:07:30,2-upper,753888,1346.23,11,122.38,3
2023/4/16,23:07:39,3-lower,1026479,1741.93,10,174.19,4
2023/4/16,23:07:49,3-mid,986616,1653.35,12,137.78,5
2023/4/16,23:07:58,3-upper,790445,1527.48,10,152.75,7
2023/4/16,23:08:07,1-mid,1008592,1801.66,9,200.18,8
2023/4/16,23:08:17,1-lower,858123,1456.69,11,132.43,9
2023/4/16,23:42:20,2-lower,916431,1535.98,12,128,0
2023/4/16,23:42:29,2-mid,1038131,1718.2,11,156.2,1
2023/4/16,23:42:38,1-upper,818178,1461.03,10,146.1,2
2023/4/16,23:42:48,2-upper,753655,1345.81,11,122.35,3
2023/4/17,0:16:58,2-lower,920116,1542.15,12,128.51,0
2023/4/17,0:17:07,2-mid,1039713,1720.82,11,156.44,1
2023/4/17,0:17:16,1-upper,820819,1465.75,10,146.57,2
2023/4/17,0:17:26,2-upper,756322,1350.58,11,122.78,3
2023/4/17,0:17:35,3-lower,1026073,1741.24,10,174.12,4
2023/4/17,0:17:44,3-mid,987330,1654.55,12,137.88,5
2023/4/17,0:17:53,3-upper,793215,1532.83,10,153.28,7
2023/4/17,0:18:03,1-mid,1008825,1802.07,9,200.23,8
2023/4/17,0:18:12,1-lower,861002,1461.58,11,132.87,9
2023/4/17,0:52:02,2-lower,920256,1542.39,12,128.53,0
2023/4/17,0:52:11,2-mid,1039811,1720.98,11,156.45,1
2023/4/17,0:52:19,1-upper,820290,1464.8,10,146.48,2
2023/4/17,0:52:28,2-upper,756851,1351.52,11,122.87,3
2023/4/17,0:52:37,3-lower,1025883,1740.92,10,174.09,4
2023/4/17,0:52:46,3-mid,986699,1653.49,12,137.79,5
2023/4/17,0:52:55,3-upper,793996,1534.34,10,153.43,7
2023/4/17,0:53:04,1-mid,1008379,1801.28,9,200.14,8
2023/4/17,0:53:12,1-lower,862109,1463.46,11,133.04,9
2023/4/17,1:27:04,2-lower,924935,1550.23,12,129.19,0
2023/4/17,1:27:12,2-mid,1041121,1723.15,11,156.65,1
2023/4/17,1:27:21,1-upper,823159,1469.93,10,146.99,2
2023/4/17,1:27:30,2-upper,760588,1358.19,11,123.47,3
2023/4/17,1:27:38,3-lower,1026496,1741.96,10,174.2,4
2023/4/17,1:27:47,3-mid,987274,1654.46,12,137.87,5
2023/4/17,1:27:56,3-upper,797194,1540.52,10,154.05,7
2023/4/17,1:28:05,1-mid,1008381,1801.28,9,200.14,8
2023/4/17,1:28:14,1-lower,865577,1469.34,11,133.58,9
2023/4/17,2:02:02,2-lower,924639,1549.73,12,129.14,0
2023/4/17,2:02:10,2-mid,1040841,1722.69,11,156.61,1
2023/4/17,2:02:19,1-upper,824059,1471.53,10,147.15,2
2023/4/17,2:02:28,2-upper,761364,1359.58,11,123.6,3
2023/4/17,2:02:36,3-lower,1025594,1740.43,10,174.04,4
2023/4/17,2:02:45,3-mid,987715,1655.19,12,137.93,5
2023/4/17,2:02:54,3-upper,797643,1541.39,10,154.14,7
2023/4/17,2:03:03,1-mid,1008247,1801.04,9,200.12,8
2023/4/17,2:03:12,1-lower,865573,1469.34,11,133.58,9
2023/4/17,2:37:02,2-lower,928346,1555.95,12,129.66,0
2023/4/17,2:37:10,2-mid,1042020,1724.64,11,156.79,1
2023/4/17,2:37:19,1-upper,826437,1475.78,10,147.58,2
2023/4/17,2:37:28,2-upper,764522,1365.22,11,124.11,3
2023/4/17,2:37:37,3-lower,1025641,1740.51,10,174.05,4
2023/4/17,2:37:46,3-mid,988044,1655.75,12,137.98,5
2023/4/17,2:37:55,3-upper,800863,1547.61,10,154.76,7
2023/4/17,2:38:03,1-mid,1008982,1802.35,9,200.26,8
2023/4/17,2:38:12,1-lower,870708,1478.05,11,134.37,9
2023/4/17,3:12:01,2-lower,928577,1556.34,12,129.69,0
2023/4/17,3:12:09,2-mid,1039827,1721.01,11,156.46,1
2023/4/17,3:12:18,1-upper,825365,1473.87,10,147.39,2
2023/4/17,3:12:27,2-upper,764944,1365.97,11,124.18,3
2023/4/17,3:12:36,3-lower,1025502,1740.27,10,174.03,4
2023/4/17,3:12:44,3-mid,988272,1656.13,12,138.01,5
2023/4/17,3:12:53,3-upper,800255,1546.44,10,154.64,7
2023/4/17,3:13:02,1-mid,1009425,1803.15,9,200.35,8
2023/4/17,3:13:11,1-lower,870878,1478.34,11,134.39,9
2023/4/17,3:47:01,2-lower,932263,1562.51,12,130.21,0
2023/4/17,3:47:09,2-mid,1040896,1722.78,11,156.62,1
2023/4/17,3:47:18,1-upper,828083,1478.72,10,147.87,2
2023/4/17,3:47:27,2-upper,768776,1372.81,11,124.8,3
2023/4/17,3:47:36,3-lower,1024494,1738.56,10,173.86,4
2023/4/17,3:47:45,3-mid,989086,1657.49,12,138.12,5
2023/4/17,3:47:54,3-upper,801902,1549.62,10,154.96,7
2023/4/17,3:48:03,1-mid,1010474,1805.02,9,200.56,8
2023/4/17,3:48:11,1-lower,873677,1483.09,11,134.83,9
2023-04-17,16:05:08,2-lower,904259,1515.58,12,126.30,0
2023-04-17,16:05:16,2-mid,1058623,1752.12,11,159.28,1
2023-04-17,16:05:26,1-upper,804964,1437.44,10,143.74,2
2023-04-17,16:05:36,2-upper,782694,1397.67,11,127.06,3
2023-04-17,16:05:45,3-lower,1027702,1744.00,10,174.40,4
2023-04-17,16:05:54,3-mid,1009956,1692.47,12,141.04,5
2023-04-17,16:06:04,3-upper,833449,1610.58,10,161.06,7
2023-04-17,16:06:13,1-mid,1011792,1807.37,9,200.82,8
2023-04-17,16:06:22,1-lower,891495,1513.34,11,137.58,9
2023-04-17,16:40:25,2-lower,890147,1491.92,12,124.33,0
2023-04-17,16:40:34,2-mid,1062779,1759.00,11,159.91,1
2023-04-17,16:40:43,1-upper,828569,1479.59,10,147.96,2
2023-04-17,16:40:52,2-upper,748088,1335.87,11,121.44,3
2023-04-17,16:41:02,3-lower,1019981,1730.90,10,173.09,4
2023-04-17,16:41:11,3-mid,1009804,1692.21,12,141.02,5
2023-04-17,16:41:21,3-upper,799233,1544.46,10,154.45,7
2023-04-17,16:41:30,1-mid,1014633,1812.45,9,201.38,8
2023-04-17,16:41:40,1-lower,854348,1450.28,11,131.84,9
2023-04-17,17:15:48,2-lower,896466,1502.52,12,125.21,0
